energy_consumption,time,energy_consumption_diff
118585.744,2023-04-29 18:17:38.947,0.0
118585.744,2023-04-29 18:37:39.868,0.0
118585.744,2023-04-29 18:57:42.195,0.0
118585.744,2023-04-29 19:17:46.304,0.0
118585.744,2023-04-29 19:37:49.648,0.0
118585.744,2023-04-29 19:57:52.512,0.0
118585.744,2023-04-29 20:17:55.320,0.0
118585.744,2023-04-29 20:37:58.406,0.0
118585.744,2023-04-29 20:58:01.185,0.0
118585.744,2023-04-29 21:18:04.229,0.0
118585.744,2023-04-29 21:38:05.861,0.0
118585.744,2023-04-29 21:58:07.611,0.0
118585.744,2023-04-29 22:18:11.567,0.0
118585.744,2023-04-29 22:38:16.652,0.0
118585.744,2023-04-29 22:58:19.616,0.0
118585.744,2023-04-29 23:18:20.301,0.0
118585.744,2023-04-29 23:38:21.540,0.0
118585.744,2023-04-29 23:58:24.981,0.0
